title,review,name,rating
"To Start Out With Anyway, Very Overrated","I am chiming in about this show because I am surprised at how positive the reviews are trending for it. After reading positive buzz over the past several months, I have finally had the opportunity to watch Orange is the New Black. And I am very, very unimpressed.,Now, as a disclaimer, I've only watched the first couple of episodes. So I cannot comment on the rest of the first season. But from what I did see, my observations are as follows:,The Good - The premise is undeniably compelling, even if it is for salacious reasons. The title is cool and clever. Laura Prepon. A different role for Kate ""Captain Janeway"" Mulgrew. It's cool to support Netflix's pioneering spirit.,The Bad - The writing. The lead character and her fiancé. (Those are two HUGE negatives, though.),I was expecting an intelligent drama. Maybe my expectations were off, or unreasonable. Is this show a black comedy? It seems like it at times, but the ""humor"" is very lowest-common denominator, often employing very cheap-feeling shock value. Others have suggested that this show gets away from clichés...I don't know, maybe in some isolated cases, but on the whole it strikes me as extremely clichéd.,The lead character is utterly unconvincing, annoying, and uninteresting to me. In the bad sort of way, the not-worth-watching another episode sort of way. Perhaps I am being too hasty in my judgment? Overall, I can see why this show draws viewers. It is compulsively watchable in a certain way. But not the way that deserves high quality ratings, in my opinion.,I approached Orange is the New Black with an open mind, by the way. I simply feel that it is not very good. Certainly not to be compared with the best shows around. Are we watching the same show here? I applaud Netflix for the effort, but would suggest that there is huge room for improvement, based on what I have seen.",Orange Is the New Black,5
Good laugh for late twenty-somethings,"I've enjoyed the first few episodes of this post ""Friends"" comedy. It really captures some of the humorous albeit awkward situations that late twenty-somethings are finding themselves in these days.,Alyson Hannigan once again presents her hilarious, quirky sense of style and humor. Along with her boyfriend, Marshall, they are an excellent representation of the couple who are trying to figure out an identity in the ""not still partying like college kids, but trying not to be all grown up"" stage of life.,The lead character, Ted, provides great entertainment. Audiences will be drawn in by his sensitivity and likability. He's not desperate to get married, but merely ready to find the One, tired of game playing.,Overall, I think this is a half-hour well spent. The humor is edgy, unpredictable, and you will find yourself reminiscing about those first few years after you graduated from college and struggled to find yourself out in the ""Real World.""",How I Met Your Mother,
I hope this show is kept,"I don't know if I have enough to say to fill up ten lines. I basically wanted to say that I think this is a funny show, and I hope the network keeps it. I especially like the twists and sense of mystery.,I've liked Alyson Hannigan for quite a while, and I think she's doing a great job in the first adult role I've seen her in (I can't believe she's already 31). I also think Doogie, I mean Neil Patrick Harris, plays his character really well. If you haven't seen him in ""Harold & Kumar Go To White Castle"", you should. Josh Radnor also does a very good job in his first leading role.,I agree that everyone is entitled to his or her own opinion, but I think this show has a lot of elements that make a good series: good plot, good writing, good acting, and attractive cast). I think previous series like ""Friends"" have raised the bar very high for new sitcoms, but I hope that even if a series isn't destined to become the next ""Friends,"" it can still be recognized as a good and worthwhile sitcom.",How I Met Your Mother,
"FUNNY and sweet, too!","I requested to see this movie for Mother's Day and I saw it with my son and husband. The movie delivered exactly what I hoped for: lots of laughs. We all three thought it was great. It was funny, and it was sweet, too. I highly recommend seeing it.",Life of the Party,10
Please cancel this show.,"I am a Yuge fan of this show but there's a distance of heaven & hell between Season 1 & Season 10 of TBBT. This show is currently running through its worst phase. The quality of the show has hit rock bottom. Kaley looks much older than her actual age. Johnny has become fat with soft belly. Jim looks old & his acting became stale. Simon has become less funny. Worst of all is Kunal Nayyar. Man he stinks! His acting stinks. His character was good in 1-5 seasons.And it started deteriorating since then. If anyone were to be fired on the show that would be Kunal. Girl friends/Wives are not funny anymore. This show should have been ended after Season 9. It would have went down in the history as one of the best TV Shows. This show has become as awful as Friends when the show was in its 10th season.Hope Chuck Lorre doesn't kill this show by dragging too long like he did with Two and a Half Men. Jokes don't work.Actors look Old & fat. It is said that this is the last season. Hope he ends well.If not,CBS might even cancel this show. Please don't drag it & end this show after this season. Win-Win for all!",The Big Bang Theory,1
The downward spiral of a once great show.,"At one point, the Big Bang Theory was one of my favourite sitcoms of the past 10 years. The first season I thought was great, with jokes enjoyable without understanding the subject matter, but even better if you did. Though the very caricature like characters (mainly Sheldon) did take a way from the realism, it didn't detract from the show as all I still found enjoyable. The only real problem I had was with Penny. Penny is a character that had little to no personality beyond being the ""hot chick"" and was either obnoxious or boring. She was used mainly to explain things to the audience, which it being a wide appeal sitcom is excusable.,Season 2 felt like much of the same, which was good so no real complaints here. Leslie does appear a lot more in this season, and I found her to be a weak character, but some like her so I wouldn't say this season's enjoyment is affected by her.,Season 3 is where I feel the show went downhill. With the introduction of Bernadette and Amy, and a shift of character from most of the main cast from nerds to nerd stereotypes, it's pretty clear that they tried make the show appeal to a larger audience, and by doing so alienating those who liked the clever and nerdy jokes with multiple layers to appreciate. ,All of the characters become creepy and unpleasant the further the shows go on with the butt of most of the jokes becoming the nerd stereotypes, becoming just another shallow sitcom. A friend describes the show as ""Nerd Black Face"", which though it sounds extreme, when you really think about it is quite accurate. I haven't seen every episode after the 5th season, but what I have seen is nothing new, besides the character's relationships with each other changing over time.,Overall, I would say the show is still alright, but not the clever comedy gold it's praised to be.",The Big Bang Theory,6
This has rave reviews and I'm really not sure why.,"is it because of the occasional lesbian sex shown in a very coy way ? or is it the odd flashing of a stray breast ?,This is not Oz in a woman's prison. This is a watered down prison soap for people that want to pat themselves on the back for watching something where the word cwnt is mentioned occasionally and could been seen as 'close to the edge'.,The characterisation and acting is actually fairly good and the lead character is likable. ,The problem is the saturated fat instead of substance. The fact that you have to disengage brain too often to watch it. The proposition that virtually all prison inmates are mentally challenged but only one is mentally ill and where the racial stereotypes are laughable. ,The black population are a cross between whores and comic children's toys where the black doll has floppy hair and does high fives repeatedly. Their speech and patois is a racial parody for American white middle class to look down on. There isn't one black person with a brain or a motivation apart from deep fried chicken and an impulse to dance at the drop of a hat.,A good example being the storyline of the mobile phone hidden in a wall. It's being used for entertaining an inmates boyfriend by her sending him 'shocking' pictures of her punani. Just one minor problem... how does she charge it ? ,so it's not Oz, it's not close to Oz more's the pity.",Orange Is the New Black,4
Just go and watch Prison Break... You will enjoy it 100 times more guaranteed,"I seriously have no idea how this got 8.3 i couldn't see more than 5 episodes (and believe me i tried). I think this series is just a ""girly"" version of a prison. I mean the worst thing that happened to the protagonist was to not eat for a day or two , watch some lesbian (witch she liked), get commented for her boobs (which again she liked) and cut some of her hair for another prisoner's hair.. WOW SO HARDCORE.In prison break you will see exactly what you want to see. You will be on edge every few minutes and the plot twists are endless.,P.S. Shame on the user who dared to compare in his review this highly overrated series to Breaking freaking Bad one of the gems of the 21st century",Orange Is the New Black,1
Absolute Garbage!,"I'll be brief and to the point.,Like many, I anticipated the third season with hope to be entertained and to see characters develop through great story accompanied by great acting. I saw none of this. Season two frustrated me for five episodes before an actual story emerged. Season three, not only didn't bring a story, characters wandered aimlessly for thirteen painful-to-watch episodes before finally drowning in a lake. ,I'm not sure what Jenji Kohan and the writers were thinking when constructing the season. You have a main character in Piper and the best you can do is make her the king pin of a... used pantie business? Seriously? And what was the point of Alex Vauss? What was the point of most of the characters. We all know why Poussay got another season but I'll leave off-camera b.s. alone. THERE ARE TOO MANY CHARACTERS ON THIS SHOW, most of them useless and not contributing an ounce to the story. I said last season that you could cut the cast in half and still have the same outcome. The writing is as poor as it gets. The back stories of EVERY SINGLE CHARACTER was so awkward, most had hardly anything to do with, well, anything. ,So much for being brief. Suffice it to say, since watching this garbage that people seem to rate highly (Obviously those people haven't watched the masterpiece WENTWORTH), I've completely shut myself off from watching Season 4, hopefully the last season. Thirteen hours of my time this season can't be reimbursed by Netflix and I'm not about to invest any more.",Orange Is the New Black,1
Grows on you,"Watched the show, thought ""Hm, I haven't decided if it'll stay or not"". But then the next day, my husband and I are quoting it and want to watch it again. ,We try again the next week, again with the quoting. I haven't watched a show where there are lines that stick with me like this for a very long time. The show wouldn't be anywhere without ""Barney"", but somehow none of its faults matter because I enjoy it just too darn much. Every episode there's a new line, haven't been disappointed so far, hoping it continues and gets even better.,I mean come on, with lines like: ""Suit up!"" ""Phone Five!"" ""Not awkward guys, its only awkward if we make it awkward"",And the numerous variations of ""suit up"" are a hoot ""Snow suit up!"" ""Flight suit up"" I gotta say, I just enjoy it. ,There isn't great philosophy, it has a laugh track, but I don't miss it and end up watching the episode a couple times because its the only things worth watching sometimes.",How I Met Your Mother,
How I Met Your Mother is the best new show in a very long time!,"How I Met Your Mother is so worth watching! What great characters and amazing writing! This show is a Hit! Finally something to tune in to on Monday nights. Not since Friends have the characters on a sit com bonded like this. I love that there are 3 guys and 2 girls..The writing is fresh and in control and productive.....I particularly enjoy the Ted with the shirt episode - what a unique story line and all the characters just seem to work so well together. I love the added suspense of ""who is Ted going to end up with"". The character of Ted does an amazing job! He has such a cuteness and innocence about him that makes the whole premise of ""How I Met Your Mother"" really work and keeps the audience so tuned in to find out what is going to happen next! You have accumulated such a great staff of writers!!! Amazing new show! Our office is taking turns staging Monday night soirees to watch! This premise really works! Keep us the good work! Keep Monday night TV rolling along! Yeah!! Hilarious!",How I Met Your Mother,
My favorite show on TV behind only Seinfeld.,"What can I say about this show? The cast is awesome. The writers rock. The show is great. My favorite character is Barney. He is probably the main person I watch the show for. He is funny and brings a certain ""something' to TV that it needs. It is totally the best new comedy in awhile. While it does have a laugh track - it isn't needed. Bob Sagget is right at home on this show playing the Dad. I think it is very fitting for him to be playing that role. The rest of the cast is great also. The guy who plays Ted is great at being the 'every day' guy and Marshall and his soon to be wife, Lilly are perfect together. As for Robin, well she is Robin and there is nothing wrong with her. I think everyone on this show including the regular cab driver are great. This show has everything and I hope everyone gives it a chance. I love it. It is legendary. Till next week Barney.",How I Met Your Mother,
A hilarious Melissa McCarthy movie,Don't listen to the critics just have a great time. It is worth seeing. If you like Melissa McCarthy or comedies you will enjoy it and laugh and just have a great time.,Life of the Party,10
So Funny with a Heart Warming Message,"This movie had us laughing from start to finish. Melissa McCarthy and Ben Falcone create such humor in a delightful and fun movie. Cannot stop thinking about it. Melissa is a fabulous and beautiful comedian. Perfectly casted, the others in the movie were great. Need to see it again to ensure I heard all the dialogue. .",Life of the Party,10
Do not watch beyond the 7. season,"This is one of the funniest shows ever. That is if you limit your viewing to Seasons 1 - 7. Beyond that the show has dropped dramatically in quality. It is simply not funny anymore. It is like they have pushed the ""repeat button"" and try to recycle old jokes over and over again.",The Big Bang Theory,7
Is this a Prison or a Lesbian Highshool?,"You don't feel in Prison anymore, Its feels like a High school. ,Season 3, begins with meaningless episodes, empty characters, empty scripts that lead nowhere, performances like drama class when I was in high school like (@KimikoGlenn).,It is obvious that writers were out of ideas; No more fresh, innovative and captive, since most of the dialogs bored me to death and force you to overtake, just as there are nonsense characters only place to fill up and consume time as Kimiko Glenn, known as So So (KimikoGlenn), doing a annoying performances, senseless and full of bad performances, yesterday tweet to Kimiko to let her know what i thought about her character, the woman can not deal with criticisms and blocked me, this is what happens when studios hire mediocre actors, who can not give and express feelings on camera.,DO Not waste your time watching this series, not have any sense and not leads to anything, it is too tedious, vexatious and meaningless ...,The hook is selling sex with lesbians, but really boring topics are repetitive and vexatious. I do not want to put spoilers, so you judge by yourself, but it's actually the worst series that I've ever see. the first 2 seasons were entertaining, but it exceeds the limits of boredom, no issues, no good performances and episodes no sense to each other.,Orange Is The New Black has just signed their death penalty, the audience will stop watching and writes and directors can't do anything to save it.,LAME WRITES, LAME ACTRESS, LAME SCRITPS, BORING SCREENPLAYS.",Orange Is the New Black,1
Hilarious and dark.,"This show is a seriously funny drama. ,If you like 'Weeds', 'Breaking Bad' or prefer your humour on the darker side, then give it a go... you will not be disappointed.,Very few people create characters like Jenji Kohan... and it is the characters that make this show. Like 'Weeds', 'Orange' is fresh and original, and like 'Weeds' the lead character is tragically flawed and hilariously funny.,Well done to Netflix on their latest production... 'Hemlock Grove' is just weird, 'House of Cards' was hit and miss... but it looks like the third time is a charm. Bravo.,(FYI: humour is how we Brits spell humor). :-)",Orange Is the New Black,9
Quickly Degrading,"Season 1 was a refreshing experience. An innocent educated woman sentenced to jail makes up for a great story to tell. The plot is centered around Piper's troubles and tribulations in dealing with her new life as an inmate, it made me curious enough to watch the whole season, and I liked it. Season 1 turned out to be very successful, the dramatic/comic entertainment value was undeniable.,Season 2.,Eager to cash in in their success, the producers must have felt the need to extend the life of the series. Their approach is to develop circumstantial characters as part of the main plot. Risky business!,So, we are no longer following Piper, but a bunch of other uninteresting characters that completely change the entertaining tempo of season 1. The intent is to slow down the show in order to cash in their success. The problem is that they have transformed an interesting story into an inmates soap opera. They attempt to provide continuity by maintaining a similar comical approach to rough situations, and by the already established sexual tensions, mainly on the lesbian side.,I watched season 1 in 2 days, but I can't watch back to back season 2 episodes, I have lost a lot of interest as I feel manipulated by a degrading plot that no longer appeals to me at any level. I am half way into season 2, and I doubt that I will finish it.",Orange Is the New Black,1
Sweet romantic comedy you must watch!,"Excellent series to waste some time. Perfect for the romantic souls! The story is about five friends and their love adventures, mixed up with tons of funny stories. Ted is a lonely guy, who wants to make a family, but the girl he loves does not want a serious relationship and keeps cutting off his attempts to win her heart. Marshal and Lilly are Ted's best friends they are together for 9 years and are planning a wedding with all the consequences coming from that. Barny is the Casanova of the company. He's funny and arrogant in a very humouristic way. The director's method's are different and will keep your attention in these cute series.",How I Met Your Mother,10
Time to go!,"What happened to this show?!! This show has run it's course.. Just like the office did! And just like the office, only the first 4-5 seasons were funny. They should have quit while they were ahead! HIMYM should have ended about five years ago!! Maybe if it did, it would have ended with dignity and people would have respected it. I stopped watching. But some people I know are just watching because , and I quote 'they feel like they have to because they followed it for so long' but they all say its terribly unfunny now and disappointing. I mean really Carter Bays do you want people to watch your show because of that? Don't you want everyone to watch it because its funny and original? Terrible, terrible, terrible.. And sad part is - seasons 1-3 were awesome and hilarious. Sad",How I Met Your Mother,5
Laughter all the way through movie,"I've not laughed this hard in some time! I very much liked all of the lines, and you don't have to be over 40 to understand them! Open people with good humour will understand the lot. I think my cheeks started cramping at some point from laughing! 
Who ever was casting the ""ex-husband"" choose wisely - I've not seen bigger ""soft"" man then this one! I assume his character was suppose to come off like that and it worked well! Thank you again for amazing funny movie!",Life of the Party,10
Hilarious,"This movie had us laughing from start to finish. Melissa McCarthy and Ben Falcone create such humor in a delightful and fun movie. Cannot stop thinking about it. Melissa is a fabulous and beautiful comedian. Perfectly casted, the others in the movie were great. Need to see it again to ensure I heard all the dialogue. Must see if you're looking for a comedy with great women roles.",Life of the Party,10
Hysterical,"I strongly dislike it when all the funny parts of a movie are in a trailer. That was not the case with this movie. It was fresh and absolutely hysterically funny. This has to be my favorite Melissa McCarthy movie thus far. Go see it, you will not be disappointed!",Life of the Party,9
"Boring, that is all.","I'm probably in the minority when I say this show is boring. After watching a few episodes of this show, I can attest that it is one of the most terrible sitcoms I have ever seen. It is basically forced comedy with unremarkable jokes, boring stories, and goofy characters.,I haven't watched many sitcoms since the late 1990s, but this show reminded me why I stayed away from them. Unoriginal and uninspiring stories with no substance and with forced humor basically describe most of the TV sitcoms Hollywood dishes out today. I've seen better shows canceled after only one or two seasons. I'm sorry to any fans out there, but I think this one's gotta go. I'm sure there are better writers and actors who could give us more entertaining stuff than this.,Grade F",The Big Bang Theory,1
Very funny show,"I found the show to be very funny. The laugh track needs to go though. I was afraid that the girl would be portrayed as a really stereotypical dumb blonde. I was glad to see that she is not. Granted she isn't a nerd genius like the rest of the characters, but she is just your average person. There is a lot of subtle humor mixed in with the obvious jokes. Good show and I hope it lasts as there are very few comedies on Television now that can actually make me laugh.,Before 100 people insult my taste, humor is subjective. If you can identify with the subject matter, it is funny to you. If you can't, it isn't. Having worked in Information Technology for over 25 years, I can see a lot of myself and my friends in Sheldon and Leonard.,By the way, if you are my age, you may get the nod to one of the greats of TV comedy in the lead characters first names.",The Big Bang Theory,8
It's like the first few seasons of Weeds,"It brings back memories of Weeds. You know in its glory days. The first few seasons before it went off the rails. That's what ""Orange Is the New Black"" is like. Equal parts funny and sad. A mix of true pathos and yet true honesty and beauty coming from the strangest places. Be warned however there is plenty of lesbian sex and if the ""F"" word makes your ears bleed it is probably a good idea to turn back now...This isn't OZ but this also isn't Disney. This is a true winner from Netflix and tells an interesting story not only from the main character's perspective but from the other inmates as well. It would have been boring to see things from just her point of view. Like Nancy Botwin on Weeds, sometime Piper Chapman is portrayed in not so good a light because she can be the villain in someone else's story.",Orange Is the New Black,9
Let Me Save You Some Time,"Jason Biggs is one of the least talented actors in the history of film. His chief claim to fame is an almost psychopathic need to have us view his penis on film. And he is the bright spot in this ongoing disaster. (Well, they paid him $8 million for 3 American Pie movies for the use of his penis. It beats getting a job, but it's not really a talent.) Orange Is The New Black is proof positive the public will buy anything. It's the same episode one after the other. Oh, the players and plots change ever so slightly, but there's only so much you can do in prison. Here's how it goes: Show lots of bare beasts. Shower scenes make this a no brainer. Show women, especially women of color as skunks and untrustworthy bullies. Have some lesbian kissing. More bare breasts. More bullying of the skinny white girl. Body cavity search...please bend over. (The character, not you.) Switch to dopey Jewish boyfriend (Biggs) acting like a clueless fool. Make him a writer. Otherwise, he's even more boring. Toss in some heartfelt scenes with parents and friends.,Back now to prison. Here comes the lesbian thing again. Show convicts working in menial jobs. Give them the keys to a truck. (How cool is that?) Do not--repeat, do not--forget the guards. Flakes, bullies, mental cases, a kindly old goof, a cutie who submits to oral sex. Oh...did I mention drug dealing? Sorry, my bad.,Flash back to Jason Biggs, the boy pal. He's sending her money. But he has kept his pants on so far. It's all good.",Orange Is the New Black,2
Getting duller with every new season,"I used to be a huge fan of How I met your Mother. I thought the show was brilliant. It was fresh, different, with new faces and had a really cute story line. I swear, the first two seasons were hilarious. The 3rd season wasn't too bad either, and now that they are running re-runs of season 1-3 on TV where I am, I've learned to compare the show from then and now. What happened, dear writers, producers, directors and actors?! How I met your Mother at its later season is just becoming dreadful. Obviously the writers are struggling to give it more staying power on the airways, but prolonging the episodes with extremely annoying story lines are really going to throw your fans off. And worst still, the show isn't funny anymore.,I mean, honestly, adults at their age in real life do not at all behave like that. Instead of adults in their late 20's, they're all beginning to sound like clumsy aloof teenagers. It's really getting very annoying. And Ted, who was very likable in the beginning episodes, has gone to this pathetic, needy, clingy and whiny plus boring individual. And then there's Lily and Marshall, who are married now and are trying to conceive, but have gotten over the top mushy with each other that it makes me gag.,Barney's probably the only person to watch for in the series. Although I vouch that it will get old soon. How many more women can he sleep with? How much more of a sleaze will he become? As for Robin, well, I had no confidence in her staying on in the show, and she truly brings no chemistry or any presence at all. If she weren't in the regular cast list, I still think the series could have taken off. She'd probably do better as a guest star.,Some of the episodes don't even make any sense, no was there really any reason to turn it into an entire 20 over minuet episode! It just contains extremely boring and annoying sequences that have been repeated too many times throughout the other seasons. I don't even find myself smiling once with the newer episodes.,And as some of the reviewers have said here, with 6 seasons running, none of them have really made any progress throughout the years. I am sad to see this show go down the drain. As to those who compare it to FRIENDS, I'm afraid this show will never come even close to being how amazing and funny FRIENDS was. With good shows like HIMYM turning horrible, I'm surprised good comedies like Gary Unmarried have been canceled, and time slots are given to comedies that have deteriorated.",How I Met Your Mother,
Watch iT!,"When ""How I Met Your Mother"" first appeared on the small screen, I refused to watch it. But then I watched an episode (I think it was Episode 5 when they went to a club) and a thought it was pretty funny. I must admit that the new show isn't laugh-out-loud, slap-your-knee HILARIOUS...but it has potential to be great! Every character in the CBS show (5 in total) are likable but I must give extra kudos to the characters played by Alyson Hannigan (Lily), and Neil Patrick Harris (Barney). I may be biased towards my liking of Alyson Hannigan's Lily (due to her previous comedic roles: American Pie Series, and Buffy the Vampire Slayer) but she brings a charm and charismatic flair to the show. Also Neil Patrick Harris' Barney is GREAT!!! He basically plays a creep which I'm sure everyone is familiar with (because I know I sure am!). I find Barney hilarious!!! He IS that creepy guy at the club but that's what makes him lovable.,All in all this show has potential! As long as the stories, acting and writing keep up then I am definitely going to tune in! I think once people start getting to know the characters better, they'll start tuning in as well. Everyone always compares this show to ""Friends"" which didn't really get popular until after the first season. Hopefully, this show will continue to be funny and exceed our expectations. But WATCH IT!",How I Met Your Mother,
love it,"well. if you just look at the title, its most likely you would think its some crappy show that will probably be cancelled the first season for being extremely lame and incredibly boring. honestly, i felt this way about this show when i saw what it was going to be called..""How I Met Your Mother"". Come on. thats what most people would expect.,well, if people gave it a chance, its actually a really cute and hilarious sitcom about the main character Ted pondering on his love life and looking for ""the one"". Josh Radnor I've never heard of before, but i really do like his humor in the show. it's a strange kind of humor to me though, almost dry humor. The supporting characters give great comedy to the show, esp. Neil Patrick Harris' character Barney. (who's my favorite character in the show). Man, his character cracked me up in the pilot. I laughed continuously when everyone kept on dismissing his ideal of them all wearing suits. Its great that Doogie finally comes back to television in a great new series. Their are other great characters i feel give great comedy to the show such as the couple Lily (Alyson Hannigan) and Marshall (Jason Segal) who make a great team. They have those romantic, but hilarious scenes together where you have those laugh out loud moments. Then you finally have Robin (Cobie Smulders) who is seen as ""the one"" at first, but turns out to not actually be Ted's future wife. She has her funny moments, but i don't really see her as funny as the rest of the characters.,Thats basically what people need to know about this show. Most of the actors we have never heard of and haven't seen in movies or shows in awhile, but this is great stardom for them. It's a great show for everyone to watch for it has great comedy and writing to it. It's nothing really what i expected though when i saw the previews for the pilot. Just give this show a chance, you won't be disappointed. It def. has a potential to last some more seasons.",How I Met Your Mother,
DON'T BELIEVE THE HATERS!!!,I have no idea why some people are hating this movie! I think it's funny and amazing! Melissa McCarthy is the BEST! Please rate this a 10 or at least 9.5!! I think everybody needs to see this movie!!!,Life of the Party,10
So funny,A lot funnier than I expected! In he beginning there were some okay jokes but I was almost crying of laughter for most of the movie.,Life of the Party,10
as may have been mentioned before.....,"This type of film is not going to change the course of humanity, but then neither will most of the movies coming out of hollywood. This is a bit of fun, a pleasant couple of hours with laugh out loud moments. It's not offensive, it's not particularly radical but it IS entertaining and that used to be enough. Apart from wondering why she waited for the husband to divorce her, it was plausible and just silly fun.",Life of the Party,8
Just Awful,"Is this what comedy for smart people is supposed to be? I found nothing in anything they say that is even even slightly funny. I am a geeky physics student myself, yet, I have nothing in common with any of the characters or the things they say. Many of the jokes, and I use the term 'joke' loosely, may be smart but completely lacking in humour.,The main character Sheldon is simply rude and offensive and I personally would slap his face if he spoke to me the way he speaks to others. He is just annoying. Is this the big joke I am missing? Is his rude and ignorant behaviour supposed to be funny? ,Maybe it's just me, but I don't get this show. It is boring.",The Big Bang Theory,1
"Please, cancel this show and put it out of our misery.","What can be said about a supposed comedy where one of the lead characters has to be explained as having a form of autism to explain why he's so offensively annoying? ,That it should never have been green-lighted to begin with.,Big Bang Theory is possibly the least funny series to be passed off as a comedy since My Mother, the Car. The character of Leonard is actually tolerable, but Sheldon is repulsive! His sarcasm, rudeness and general nastiness is enough to make a viewer want to do him serious bodily harm. The cute blonde is eye candy to make the scenes with the dweebs tolerable, but other than that, this series is stultifyingly unfunny. The 2 AM test pattern on a Detroit public access channel has more entertainment value than The Big Bang Theory.",The Big Bang Theory,1
Jumped the shark,"The show has lost its steam. After the first season, it became contrived and the writing worsened with every episode. No evolution of characters or any arcs that we can get behind and support.,Even Piper, the lead, is the most boring, flat character in all of television. Jenji Kohan has a reputation for bailing on shows when they start to go downhill (ie Weeds.) The current season is centered around UNBELIEVABLE events transpiring during a so-called riot (lifted directly from Oz, gun and all) with most eps not really making any sense or telling any kind of story.,I know people think this show WAS great. But time to be honest...,It is over. RIP.",Orange Is the New Black,2
Television At It's Best,"Netflix bats it out of the ballpark again with another original, intelligent comedy from the Jenji Kohan, the incredible writer who brought us Weeds! I was hooked from the moment it opened. I wasn't familiar with Taylor Schilling, but I am now a big fan. She's totally charming as the lead and there's a lot of heat between her and fiancé, Jason Biggs. The inmates are a crackup. It's inspiring to see a bunch of women who aren't the same clichés we've seen over and over again. In Orange is the New Black, Kohan pushes the boundaries in the same way she did with Weeds. She somehow manages to make her female leads into adorable victims of circumstance, even if they are criminals. I enjoyed Weeds to the very end. Can't wait to see how this series unfolds!",Orange Is the New Black,10
Stopped Wachting in S4 - Your Daily Prison Soap,"It's a shame, because I initially really liked the show, the first season was so great, but I have to say that I stopped watching it in S4 (I just skipped many parts up until the finale).,I stopped as soon as I heard the show has been renewed for a 5th 6th and 7th! season, and after S3 and S4 (altough S4 was indeed better) there are plenty of shows out there worth watching, and OITNB is not one of them anymore.,There are basically 2 main reasons for that.,The show basically has become a daily soap in prison, there is in fact no main story line anymore, I even would go as far as to say that there is not even a single real story line anymore in the show. It's daily life in prison, seasoned with a little drama that goes nowhere, it feels exhausting, it feels like you are stuck with the characters in prison, waiting to do your time. I don't see where the show might go in the following seasons, but I don't care about endless cycles of soap- or telenovela-style story lines with dozens of characters.,And that brings me to the second main reason I stopped watching, the characters. I S1 the show had a main story line and some main characters, we were getting to know Piper (if you like her or not, I know her character is controversial, to say the least) and her transformation as she spent time in prison. In S3 and 4 that is all washed away by adding more and more characters without getting rid of old ones. It's even hard to recall all the names, let alone all their stories that are detailed way to much in dozens of useless flashbacks, and again lead nowhere. It's like the showrunners are thinking: ""Well, we don't know what to do with the story line anyway, let's throw in even more characters"". Unfortunately I stopped counting, and I stopped caring about them, it's just to much, it's like and endless mix.,I get that the show touches some recently important subjects regarding prison life, and the system in general, but that's not enough for me, farewell OITNB, I'm sorry.",Orange Is the New Black,3
Cute Little Show,"I don't have much in the way of a review other than to say that based on the pilot, I think this show has a lot of potential to be a really good show. The cast is funny and endearing and the premise is fun. It might not be the most original idea for the show (think Wonder Years) but it has it's own little twist that should make for some interesting episodes. Hopefully next weeks episode will be just as watchable and entertaining. If you haven't checked it out, I recommend that you do. Alyson Hannigan and Neil Patrick Harris are the perfect complements to the show. The rest of the cast is somewhat unfamiliar to me though I must admit. I recall seeing Jason Segel in Freaks and Geeks, but I haven't really seen him in anything as impressive since so hopefully he'll bring the same originality he showed as Nick to his new character, Marshall. Josh Radnor is the newcomer in the bunch and he is just perfect for the part. He's cute yet dorky, with a lovable charm that will certainly endear him to many female viewers. I see only good things on the horizon for this show and I hope it finds a permanent home at CBS.",How I Met Your Mother,
"Until season 5, epic. After that, avoid at all cost.","This review will fall into two pieces, inspired by the latest 2 episodes ( seriously guys, what the f... is going on with the musical bits and ridiculous rhyming).,Until season 5, somewhere mid-season 6: some of the best comedy I have ever seen. Hilarious, right on the spot, with great one-liners and characters. Absolutely wonderful.,Anything after that: what the f... went wrong? Lame jokes, terrible musical bits, awful dialogue, just plain awful TV. And yet somehow, I am still watching, just to see the last episode. Com' on guys, this should have finished 3-4 seasons ago: on your epic legendary peakness.,Thanks for all the wonderful laughs, but wow, you really overstayed your stay!!",How I Met Your Mother,7
